,Sales,Shipping Cost,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Order Priority_Critical,Order Priority_High,Order Priority_Low,Order Priority_Medium,Market,Category,Sub-Category,Discount_Category,Quantity_Group
69,4448.832,20.844069837447325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,327.39345476571725,541.7674938530392,592.9056284231367,314.00575901000514,585.4689862250813
70,2036.86,20.720048163756775,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,296.1644857634163,473.4506542496694,1003.2756218551585,314.58584453780287,607.9327033569862
71,2472.66,20.66827212522577,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,223.22785146915746,486.605126981115,659.7923341486008,317.29485615944833,612.5466867717284
72,3739.176,20.640979329721052,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,389.88382850368396,139.23832253419582,680.9133125781278,317.29485615944833,612.5466867717284
73,9099.93,20.404976921533212,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,295.0641807659767,541.7674938530392,598.5514036316443,314.00575901000514,585.4689862250813
74,1601.64,20.186634557495488,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,393.2729528632659,556.5439726810458,780.6168716491658,313.1268763700077,214.35420885034878
75,3670.8,20.156532209512346,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,392.95930003802306,136.79814909217177,688.5134602555761,314.58584453780287,607.9327033569862
76,2973.32,20.13485851896448,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,293.156904938404,556.5439726810458,657.5108858316066,313.1268763700077,610.0551508372503
77,4544.1,19.97792494481236,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,324.5071003096552,468.5515528159641,491.2902708393489,313.1268763700077,945.101999596439
78,6999.96,19.708207906883406,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,297.80629836136757,551.4839855845131,646.3848372315714,317.29485615944833,218.31259293866097
79,9892.74,19.674091912502508,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,296.1644857634163,136.79814909217177,90.6081816759929,314.58584453780287,918.6001986369155
80,1695.87,19.67088099538431,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,384.3723207877459,541.7674938530392,770.7522582199334,314.00575901000514,219.4127752458392
81,2244.48,19.651615492675095,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,293.156904938404,468.5515528159641,1012.9835109711697,313.1268763700077,610.0551508372503
82,8399.976,19.649207304836445,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,301.6256057848354,561.7780173031223,757.1748960367584,246.8828259578131,219.19725674422747
83,1628.82,19.584186233192856,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,293.156904938404,468.5515528159641,491.2902708393489,313.1268763700077,610.0551508372503
84,1590.6,19.45334136062613,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,384.3723207877459,541.7674938530392,770.7522582199334,314.00575901000514,219.4127752458392
85,2330.64,19.436885410395348,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,384.3723207877459,541.7674938530392,271.2266057395693,314.00575901000514,585.4689862250813
86,3741.5238,19.401565322095127,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,390.491308492304,561.7780173031223,616.2994540785693,320.91961619730677,610.0465162721076
87,1603.136,19.308850090307047,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,295.0641807659767,482.0105078446991,512.2927700874567,314.00575901000514,219.4127752458392
88,1024.68,19.21733895243829,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,384.3723207877459,541.7674938530392,598.5514036316443,240.49844330682782,585.4689862250813
89,2807.84,19.210515753562113,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,301.6256057848354,477.55578523115446,504.25161179613144,320.91961619730677,610.0465162721076
90,2297.96,19.054384908689546,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,225.8077004477502,558.9579485409765,284.29296138372314,314.58584453780287,918.6001986369155
91,2671.41,19.045554886614493,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,334.27352736957204,561.7780173031223,757.1748960367584,320.91961619730677,610.0465162721076
92,2054.272,18.946016455950232,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,295.0641807659767,482.0105078446991,512.2927700874567,314.00575901000514,585.4689862250813
93,3501.7368,18.921934577563718,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,384.3723207877459,138.03635655312414,662.5177992829023,314.00575901000514,585.4689862250813
94,1725.462,18.92113184828417,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,392.95930003802306,558.9579485409765,596.5837214727005,314.58584453780287,217.93131897477403
95,2760.345,18.736504113987557,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,393.2729528632659,468.5515528159641,647.8343363037794,313.1268763700077,610.0551508372503
96,3078.72,18.700381296407787,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,384.3723207877459,541.7674938530392,271.2266057395693,314.00575901000514,964.8750577745884
97,3616.5,18.59923740718443,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,327.39345476571725,541.7674938530392,770.7522582199334,314.00575901000514,585.4689862250813
98,3059.982,18.571141882400163,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,296.1644857634163,558.9579485409765,663.9143805971034,314.58584453780287,217.93131897477403
99,3263.4,18.49367850692354,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,324.5071003096552,556.5439726810458,600.4048040332134,313.1268763700077,214.35420885034878
100,3117.088,18.389725065221754,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,220.27040173904163,468.5515528159641,1012.9835109711697,313.1268763700077,945.101999596439
101,4899.93,18.37487457355007,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,301.6256057848354,561.7780173031223,680.8933837275974,320.91961619730677,610.0465162721076
102,1888.7,18.358418623319288,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,222.6273009165497,138.03635655312414,662.5177992829023,314.00575901000514,219.4127752458392
103,3801.63,18.322295805739515,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,334.0092938880151,139.23832253419582,680.9133125781278,317.29485615944833,612.5466867717284
104,5211.12,18.28055388320289,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,196.59553953501214,541.7674938530392,592.9056284231367,314.00575901000514,585.4689862250813
105,1356.03,18.079470198675498,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,389.88382850368396,486.605126981115,1085.1790466387326,317.29485615944833,218.31259293866097
106,3126.4002,17.948625326108772,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,393.2729528632659,468.5515528159641,491.2902708393489,248.36370633868168,610.0551508372503
107,2645.376,17.823800923138673,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,392.95930003802306,558.9579485409765,596.5837214727005,314.58584453780287,217.93131897477403
108,1637.01,17.810957254665865,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,384.3723207877459,482.0105078446991,676.3513765397339,314.00575901000514,219.4127752458392
109,2399.6,17.697371061609473,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,295.0641807659767,541.7674938530392,592.9056284231367,314.00575901000514,585.4689862250813
110,3238.305,17.68653421633554,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,384.3723207877459,482.0105078446991,1013.7388185356212,240.49844330682782,219.4127752458392
111,2291.814,17.675697371061613,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,334.27352736957204,477.55578523115446,651.0660625829829,320.91961619730677,610.0465162721076
112,2757.78,17.5721452939996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,200.29553652966567,468.5515528159641,491.2902708393489,313.1268763700077,610.0551508372503
113,1549.98,17.47541641581377,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,334.0092938880151,551.4839855845131,266.58112127614277,317.29485615944833,612.5466867717284
114,2624.985,17.466185029098938,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,297.80629836136757,551.4839855845131,646.3848372315714,251.42735020652128,218.31259293866097
115,3146.4,17.460565924142085,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,196.59553953501214,138.03635655312414,662.5177992829023,314.00575901000514,585.4689862250813
116,2456.619,17.41802127232591,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,324.5071003096552,556.5439726810458,657.5108858316066,313.1268763700077,945.101999596439
117,2228.6355,17.328115593016257,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,326.803678148321,473.4506542496694,1003.2756218551585,255.8895806249114,607.9327033569862
118,4001.04,17.304033714629742,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,392.95930003802306,136.79814909217177,688.5134602555761,314.58584453780287,607.9327033569862
119,4876.875,17.294400963275137,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,327.39345476571725,541.7674938530392,592.9056284231367,314.00575901000514,585.4689862250813
120,3622.29,17.273530002006822,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,393.2729528632659,138.25115910810553,721.8232668804626,313.1268763700077,610.0551508372503
121,1242.585,17.2317880794702,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,389.88382850368396,486.605126981115,1085.1790466387326,251.42735020652128,218.31259293866097
122,4453.05,17.053582179409997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,326.803678148321,558.9579485409765,596.5837214727005,314.58584453780287,607.9327033569862
123,2673.36,17.019867549668874,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,393.2729528632659,468.5515528159641,1012.9835109711697,313.1268763700077,610.0551508372503
124,2046.195,17.003010234798314,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,384.3723207877459,482.0105078446991,512.2927700874567,314.00575901000514,219.4127752458392
125,5451.3,17.002207505518765,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,324.5071003096552,468.5515528159641,1012.9835109711697,313.1268763700077,610.0551508372503
126,2575.944,16.903070439494282,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,293.156904938404,556.5439726810458,600.4048040332134,313.1268763700077,610.0551508372503
127,2934.33,16.86855308047361,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,293.156904938404,138.25115910810553,236.1202892554236,313.1268763700077,610.0551508372503
128,4624.29,16.81477021874373,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,384.3723207877459,138.03635655312414,662.5177992829023,314.00575901000514,585.4689862250813
129,957.6,16.800321091711822,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,392.95930003802306,558.9579485409765,784.763935076567,314.58584453780287,217.93131897477403
130,4864.32,16.759783263094523,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,393.2729528632659,138.25115910810553,721.8232668804626,313.1268763700077,610.0551508372503
131,1433.8395,16.70840858920329,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,393.2729528632659,138.25115910810553,721.8232668804626,313.1268763700077,214.35420885034878
132,3404.5,16.477623921332533,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,301.6256057848354,561.7780173031223,680.8933837275974,320.91961619730677,219.19725674422747
133,1214.85,16.41380694360827,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,301.6256057848354,561.7780173031223,616.2994540785693,320.91961619730677,219.19725674422747
134,1865.97,16.272526590407384,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,390.491308492304,143.1425857395082,242.28674517998073,320.91961619730677,610.0465162721076
135,6998.64,16.266506120810757,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,392.95930003802306,558.9579485409765,596.5837214727005,314.58584453780287,918.6001986369155
136,1091.25,16.179811358619308,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,324.5071003096552,468.5515528159641,647.8343363037794,313.1268763700077,214.35420885034878
137,3498.72,16.115994380895046,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,196.59553953501214,482.0105078446991,676.3513765397339,314.00575901000514,585.4689862250813
